Time Stamp,Wind Speed (m/s),2D Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Dew Point (TSM) (C),Absolute Pressure (TSM) (hPa),Air Density (TSM) (kg/m^3),Pitch Angle (Degrees),Roll Angle (Degrees),Magnetic Heading (Degrees),True Heading (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2024_3_27_11_52_53,5.35,5.25,72,-5.0,-1.59,-1.05,22.72,85.3,20.12,949.5,1.1051277,2.2,-9.5,332,332,25.48,70.78,25.73,949.79
2024_3_27_11_52_53,5.5,5.41,70,-5.08,-1.87,-1.0,22.77,85.1,20.14,949.55,1.1049719,11.1,-7.0,330,330,25.49,70.73,25.73,949.79
2024_3_27_11_52_53,5.12,4.93,73,-4.72,-1.43,-1.38,22.61,85.81,20.11,949.53,1.1055753,-1.8,-3.3,337,337,25.49,70.67,25.73,949.79
2024_3_27_11_52_54,5.43,5.31,71,-5.01,-1.76,-1.12,22.67,85.55,20.13,949.57,1.1053653,-1.1,-5.3,336,336,25.49,70.62,25.75,949.94
2024_3_27_11_52_54,5.21,5.1,71,-4.83,-1.63,-1.07,22.8,84.85,20.12,949.51,1.1048206,14.9,-9.0,326,326,25.49,70.57,25.73,949.9
2024_3_27_11_52_54,5.05,4.95,69,-4.61,-1.8,-1.04,22.92,84.23,20.12,949.52,1.1043797,8.9,-7.7,330,330,25.5,70.53,25.73,949.9
2024_3_27_11_52_54,5.31,5.17,67,-4.76,-2.02,-1.19,22.74,85.11,20.1,949.53,1.1050967,3.2,-11.3,330,330,25.5,70.47,25.73,949.79
2024_3_27_11_52_54,5.44,5.3,70,-4.97,-1.83,-1.25,22.68,85.47,20.12,949.53,1.1052819,0.3,-10.7,332,332,25.5,70.4,25.73,949.79
2024_3_27_11_52_54,5.35,5.21,68,-4.84,-1.94,-1.22,22.63,85.63,20.09,949.47,1.1054378,-1.2,-8.2,334,334,25.5,70.34,25.73,949.9
2024_3_27_11_52_54,5.18,5.08,73,-4.87,-1.46,-0.98,22.69,85.48,20.13,949.57,1.1053133,3.9,-7.7,332,332,25.5,70.29,25.73,949.79
2024_3_27_11_52_54,5.27,5.18,72,-4.92,-1.62,-0.95,22.74,85.09,20.1,949.56,1.105129,9.7,-8.3,330,330,25.5,70.22,25.75,949.72
2024_3_27_11_52_54,5.43,5.35,74,-5.14,-1.46,-0.95,22.77,84.89,20.1,949.54,1.1049697,-2.2,-9.4,334,334,25.5,70.18,25.73,949.68
2024_3_27_11_52_54,5.12,5.04,70,-4.72,-1.76,-0.86,22.8,84.57,20.06,949.53,1.1048911,7.6,-4.4,334,334,25.51,70.13,25.75,949.83
2024_3_27_11_52_55,5.52,5.44,71,-5.15,-1.76,-0.95,22.74,84.98,20.08,949.53,1.1051011,-4.1,-3.9,337,337,25.51,70.08,25.75,949.72
2024_3_27_11_52_55,5.4,5.26,70,-4.93,-1.84,-1.22,22.73,85.16,20.11,949.52,1.1050951,4.3,-7.7,332,332,25.51,70.03,25.75,949.83
2024_3_27_11_52_55,5.41,5.32,72,-5.05,-1.67,-1.02,22.72,84.87,20.05,949.55,1.1051954,9.9,-8.4,330,330,25.51,69.98,25.75,949.72
2024_3_27_11_52_55,5.34,5.25,72,-5.01,-1.59,-0.97,22.83,84.41,20.06,949.52,1.1047741,3.5,-6.0,333,333,25.51,69.94,25.75,949.72
2024_3_27_11_52_55,5.23,5.13,70,-4.81,-1.79,-1.02,22.75,85.1,20.12,949.55,1.1050472,8.5,-7.8,330,330,25.52,69.88,25.75,949.72
2024_3_27_11_52_55,5.21,5.09,69,-4.76,-1.81,-1.09,22.75,84.9,20.08,949.54,1.1050565,-10.8,-8.3,336,336,25.52,69.83,25.75,949.83
2024_3_27_11_52_55,5.19,5.06,71,-4.78,-1.64,-1.19,22.6,85.67,20.07,949.51,1.1055977,2.0,-3.6,336,336,25.52,69.79,25.75,949.83
2024_3_27_11_52_55,5.2,5.07,71,-4.79,-1.66,-1.15,22.62,85.71,20.1,949.56,1.1055886,1.2,-6.5,334,334,25.52,69.75,25.77,949.87
2024_3_27_11_52_55,5.17,5.11,69,-4.76,-1.85,-0.79,22.85,84.39,20.08,949.52,1.104677,4.7,-13.6,329,329,25.52,69.71,25.75,949.83
2024_3_27_11_52_55,5.28,5.18,70,-4.86,-1.8,-1.02,22.71,85.11,20.07,949.56,1.1052582,1.0,-6.7,334,334,25.52,69.67,25.77,949.76
2024_3_27_11_52_56,5.34,5.25,70,-4.93,-1.79,-0.99,22.66,85.17,20.04,949.56,1.1054438,1.8,-6.2,334,334,25.53,69.64,25.75,949.72
2024_3_27_11_52_56,5.18,5.09,70,-4.79,-1.71,-0.99,22.71,85.09,20.07,949.54,1.1052327,11.5,-9.6,328,328,25.53,69.6,25.77,949.76
2024_3_27_11_52_56,5.13,4.97,72,-4.73,-1.52,-1.28,22.61,85.61,20.07,949.57,1.1056343,7.5,-9.3,330,330,25.53,69.56,25.77,949.76
2024_3_27_11_52_56,5.14,5.02,69,-4.69,-1.79,-1.11,22.64,85.32,20.05,949.54,1.1055124,-5.7,-6.8,337,337,25.53,69.54,25.77,949.87
2024_3_27_11_52_56,5.2,5.06,71,-4.77,-1.68,-1.23,22.66,85.2,20.05,949.52,1.1053938,2.3,-12.3,330,330,25.53,69.54,25.75,949.83
2024_3_27_11_52_56,5.1,4.98,68,-4.63,-1.84,-1.14,22.65,85.39,20.08,949.52,1.1054099,5.4,-9.4,330,330,25.53,69.51,25.77,949.76
2024_3_27_11_52_56,5.23,5.11,69,-4.76,-1.85,-1.1,22.51,86.01,20.05,949.53,1.1059864,6.0,-4.0,335,335,25.53,69.49,25.75,949.72
2024_3_27_11_52_56,5.08,5.01,69,-4.68,-1.81,-0.81,22.77,84.59,20.04,949.56,1.1050375,-1.4,-3.0,337,337,25.54,69.47,25.77,949.87
2024_3_27_11_52_56,5.36,5.31,70,-4.98,-1.84,-0.75,22.92,83.81,20.04,949.57,1.1044807,-2.3,-7.6,335,335,25.53,69.44,25.77,949.76
2024_3_27_11_52_56,4.95,4.82,69,-4.5,-1.71,-1.13,22.7,84.87,20.02,949.55,1.1052928,1.0,-8.6,333,333,25.54,69.42,25.77,949.76
2024_3_27_11_52_57,4.81,4.67,73,-4.46,-1.4,-1.16,22.6,85.34,20.02,949.56,1.1056747,9.1,-7.5,330,330,25.54,69.4,25.75,949.83
2024_3_27_11_52_57,4.94,4.82,73,-4.6,-1.44,-1.09,22.62,85.3,20.02,949.53,1.1055931,6.0,-11.9,329,329,25.54,69.37,25.77,949.76
2024_3_27_11_52_57,5.13,5.04,70,-4.75,-1.71,-0.92,22.67,85.05,20.03,949.58,1.1054378,8.2,-11.0,329,329,25.54,69.37,25.77,949.76
2024_3_27_11_52_57,5.01,4.89,72,-4.65,-1.51,-1.1,22.57,85.47,20.01,949.56,1.1058086,-5.5,-5.2,337,337,25.54,69.35,25.77,949.65
2024_3_27_11_52_57,5.21,5.12,69,-4.79,-1.81,-0.95,22.76,84.69,20.05,949.54,1.1050452,-0.3,-9.1,333,333,25.54,69.36,25.77,949.76
2024_3_27_11_52_57,5.25,5.14,70,-4.84,-1.74,-1.09,22.59,85.39,20.02,949.5,1.1056429,4.3,-12.0,329,329,25.55,69.35,25.78,949.8
2024_3_27_11_52_57,5.2,5.1,70,-4.8,-1.73,-1.03,22.47,86.08,20.02,949.52,1.1061378,9.5,-6.0,331,331,25.55,69.35,25.78,949.91
2024_3_27_11_52_57,5.2,5.08,71,-4.8,-1.64,-1.12,22.5,85.95,20.03,949.51,1.1060113,-1.4,-7.0,335,335,25.55,69.36,25.77,949.76
2024_3_27_11_52_57,5.11,5.02,71,-4.73,-1.66,-0.99,22.7,84.91,20.03,949.53,1.1052823,10.2,-8.8,329,329,25.55,69.37,25.77,949.87
2024_3_27_11_52_57,5.46,5.34,71,-5.05,-1.75,-1.13,22.45,86.21,20.04,949.54,1.1062086,-5.0,-8.8,334,334,25.55,69.38,25.77,949.76
2024_3_27_11_52_58,5.33,5.23,71,-4.96,-1.66,-0.98,22.62,85.23,20.01,949.58,1.1056528,1.8,-5.4,334,334,25.56,69.38,25.78,949.8
2024_3_27_11_52_58,5.07,4.93,73,-4.71,-1.46,-1.19,22.83,84.09,20.0,949.57,1.1048433,-2.2,-10.3,333,333,25.56,69.38,25.77,949.76
2024_3_27_11_52_58,5.04,4.88,75,-4.71,-1.3,-1.23,22.55,85.54,20.0,949.51,1.1058465,12.8,-10.1,327,327,25.56,69.39,25.78,949.8
2024_3_27_11_52_58,5.28,5.16,73,-4.93,-1.53,-1.1,22.75,84.57,20.02,949.51,1.1050522,11.5,-6.8,329,329,25.56,69.39,25.77,949.87
2024_3_27_11_52_58,5.09,4.99,73,-4.76,-1.49,-1.01,22.46,86.09,20.02,949.53,1.1061836,7.4,-7.2,331,331,25.56,69.38,25.78,949.69
2024_3_27_11_52_58,4.84,4.74,73,-4.53,-1.38,-1.0,22.7,84.8,20.01,949.49,1.1052612,3.5,-8.7,332,332,25.56,69.35,25.77,949.76
2024_3_27_11_52_58,5.2,5.11,71,-4.83,-1.67,-0.96,22.63,85.22,20.01,949.52,1.1055623,6.5,-6.0,332,332,25.56,69.34,25.77,949.76
2024_3_27_11_52_58,5.17,5.04,71,-4.76,-1.65,-1.13,22.32,86.89,20.02,949.56,1.1067533,-4.3,-9.9,333,333,25.56,69.33,25.77,949.76
2024_3_27_11_52_58,4.98,4.78,68,-4.43,-1.8,-1.41,22.7,84.81,20.01,949.54,1.1053159,1.8,-7.5,333,333,25.56,69.36,25.78,949.8
2024_3_27_11_52_58,5.18,5.1,70,-4.79,-1.74,-0.93,22.72,84.61,20.0,949.52,1.1052018,0.9,-8.4,333,333,25.56,69.37,25.77,949.76
2024_3_27_11_52_59,5.1,4.96,72,-4.73,-1.5,-1.19,22.48,85.79,19.98,949.54,1.1061318,5.7,-4.2,334,334,25.56,69.42,25.78,949.8
2024_3_27_11_52_59,5.14,5.03,71,-4.77,-1.6,-1.08,22.51,85.83,20.02,949.56,1.1060435,10.8,-8.0,329,329,25.56,69.42,25.78,949.8
2024_3_27_11_52_59,5.21,5.08,70,-4.76,-1.77,-1.13,22.72,84.66,20.01,949.57,1.1052444,-5.3,-3.3,337,337,25.56,69.46,25.77,949.76
2024_3_27_11_52_59,5.3,5.19,70,-4.89,-1.74,-1.08,22.65,85.11,20.02,949.51,1.1054586,-4.8,-7.3,335,335,25.56,69.49,25.78,949.8
2024_3_27_11_52_59,4.94,4.91,70,-4.61,-1.69,-0.55,22.97,83.44,20.01,949.6,1.1043749,13.0,-7.1,328,328,25.57,69.52,25.78,949.8
2024_3_27_11_52_59,5.19,5.07,73,-4.86,-1.45,-1.14,22.63,84.98,19.98,949.56,1.1055876,1.0,-9.6,331,331,25.57,69.53,25.78,949.8
2024_3_27_11_52_59,5.41,5.31,71,-5.02,-1.74,-1.0,22.69,84.73,19.98,949.57,1.1053909,2.6,-11.3,331,331,25.57,69.53,25.78,949.8
2024_3_27_11_52_59,5.29,5.19,72,-4.92,-1.63,-1.04,22.74,84.49,19.98,949.55,1.105199,1.2,-6.1,335,335,25.57,69.53,25.78,949.8
2024_3_27_11_52_59,5.38,5.29,70,-4.99,-1.77,-0.98,22.66,84.93,20.0,949.51,1.1054193,-0.4,-9.8,332,332,25.57,69.5,25.78,949.8
2024_3_27_11_52_59,5.03,4.88,71,-4.61,-1.61,-1.2,22.69,84.62,19.96,949.56,1.105392,-6.6,-9.5,335,335,25.57,69.48,25.78,949.8
2024_3_27_11_53_0,5.19,5.05,72,-4.79,-1.6,-1.21,22.6,85.06,19.96,949.54,1.1057161,-4.1,-6.6,336,336,25.57,69.47,25.78,949.8
2024_3_27_11_53_0,5.26,5.15,70,-4.85,-1.74,-1.07,22.67,84.75,19.97,949.54,1.1054308,3.4,-9.7,332,332,25.57,69.45,25.78,949.8
2024_3_27_11_53_0,5.16,5.04,72,-4.79,-1.58,-1.12,22.74,84.47,19.99,949.52,1.1051294,8.6,-8.8,331,331,25.57,69.42,25.78,949.8
2024_3_27_11_53_0,5.53,4.83,113,-4.46,1.85,-2.69,24.65,75.29,19.98,949.54,1.0980861,5.2,-6.1,332,332,25.57,69.4,25.78,949.8
2024_3_27_11_53_0,5.34,5.24,70,-4.93,-1.77,-1.05,22.72,84.52,19.98,949.52,1.105226,1.0,-9.6,331,331,25.57,69.4,25.78,949.8
2024_3_27_11_53_0,5.26,5.15,72,-4.89,-1.62,-1.06,22.64,85.12,20.01,949.48,1.1054811,-2.0,-8.9,334,334,25.57,69.42,25.78,949.8
2024_3_27_11_53_0,5.54,5.5,68,-5.11,-2.02,-0.68,22.68,84.91,20.01,949.51,1.1053649,4.2,-7.1,333,333,25.57,69.43,25.78,949.8
2024_3_27_11_53_0,5.44,5.36,67,-4.95,-2.07,-0.9,22.6,85.13,19.97,949.57,1.1057336,0.1,-7.8,333,333,25.57,69.46,25.78,949.91
2024_3_27_11_53_0,5.15,4.99,69,-4.64,-1.82,-1.29,22.58,85.23,19.98,949.57,1.1057965,9.1,-6.5,330,330,25.57,69.48,25.79,949.82
2024_3_27_11_53_0,5.22,5.06,68,-4.69,-1.91,-1.27,22.62,84.99,19.97,949.49,1.1055646,2.1,-9.1,332,332,25.57,69.5,25.79,949.82
2024_3_27_11_53_1,5.39,5.27,70,-4.94,-1.83,-1.12,22.47,85.77,19.97,949.5,1.1061462,-5.4,-8.2,335,335,25.57,69.52,25.79,949.82
2024_3_27_11_53_1,5.06,4.97,74,-4.77,-1.4,-0.97,22.68,84.75,19.98,949.55,1.1054045,5.4,-6.2,334,334,25.57,69.54,25.79,949.82
2024_3_27_11_53_1,5.07,4.95,71,-4.68,-1.59,-1.12,22.67,84.83,19.98,949.53,1.1054412,10.1,-6.7,330,330,25.58,69.56,25.79,949.82
2024_3_27_11_53_1,7.76,7.72,74,-7.44,-2.07,-0.8,24.84,74.44,19.98,949.54,1.0973817,10.8,-6.3,330,330,25.58,69.56,25.78,949.69
2024_3_27_11_53_1,5.22,5.1,71,-4.81,-1.7,-1.11,22.73,84.47,19.98,949.49,1.1051421,-0.9,-8.6,333,333,25.58,69.55,25.79,949.71
2024_3_27_11_53_1,5.06,4.93,72,-4.69,-1.52,-1.14,22.74,84.46,19.98,949.55,1.1051826,-0.8,-11.1,331,331,25.57,69.54,25.79,949.71
2024_3_27_11_53_1,5.33,5.2,71,-4.91,-1.71,-1.16,22.68,84.75,19.98,949.58,1.1054401,-1.5,-7.9,334,334,25.57,69.51,25.79,949.71
2024_3_27_11_53_1,5.38,5.31,70,-5.0,-1.8,-0.89,22.75,84.29,19.96,949.56,1.1051559,3.6,-8.5,332,332,25.58,69.47,25.79,949.82
2024_3_27_11_53_1,5.16,5.06,69,-4.72,-1.82,-1.01,22.77,84.26,19.98,949.55,1.105064,7.7,-9.5,330,330,25.58,69.43,25.79,949.71
2024_3_27_11_53_1,5.27,5.13,73,-4.9,-1.53,-1.22,22.72,84.61,19.99,949.51,1.1051896,4.0,-8.6,332,332,25.58,69.38,25.79,949.82
2024_3_27_11_53_2,5.5,5.41,71,-5.1,-1.79,-0.99,22.82,84.08,19.98,949.49,1.1048244,4.9,-5.1,333,333,25.58,69.35,25.79,949.71
2024_3_27_11_53_2,4.95,4.84,70,-4.53,-1.69,-1.05,22.79,84.25,19.99,949.54,1.1049902,1.6,-8.8,333,333,25.58,69.31,25.79,949.82
2024_3_27_11_53_2,5.27,5.12,72,-4.88,-1.56,-1.23,22.62,85.16,19.99,949.54,1.1056286,-3.4,-10.0,333,333,25.58,69.27,25.82,949.77
2024_3_27_11_53_2,5.13,5.02,74,-4.83,-1.35,-1.08,22.82,83.88,19.95,949.56,1.1049088,9.0,-7.2,331,331,25.58,69.24,25.82,949.88
2024_3_27_11_53_2,5.24,5.12,71,-4.83,-1.71,-1.09,22.69,84.5,19.94,949.53,1.1053588,9.6,-6.6,331,331,25.58,69.25,25.82,949.88
2024_3_27_11_53_2,5.09,4.98,71,-4.71,-1.62,-1.02,22.72,84.52,19.97,949.53,1.1052654,-2.5,-8.6,334,334,25.58,69.25,25.79,949.82
2024_3_27_11_53_2,5.22,5.14,71,-4.85,-1.69,-0.95,22.61,85.09,19.97,949.52,1.105648,-0.9,-9.8,333,333,25.58,69.22,25.82,949.77
2024_3_27_11_53_2,5.04,4.86,75,-4.7,-1.24,-1.32,22.56,85.41,19.99,949.47,1.1057657,-4.1,-5.6,337,337,25.58,69.22,25.82,949.66
2024_3_27_11_53_2,5.08,4.92,76,-4.78,-1.18,-1.27,22.59,85.12,19.96,949.51,1.1057087,-5.9,-13.1,332,332,25.58,69.22,25.82,949.77
2024_3_27_11_53_2,5.18,5.05,75,-4.87,-1.34,-1.14,22.61,85.22,20.0,949.56,1.1056678,13.4,-6.2,329,329,25.59,69.24,25.82,949.88
2024_3_27_11_53_3,5.31,5.23,74,-5.02,-1.48,-0.93,22.82,84.11,19.99,949.51,1.1048433,1.6,-6.0,334,334,25.59,69.23,25.82,949.77
2024_3_27_11_53_3,4.97,4.81,76,-4.66,-1.18,-1.23,22.59,85.15,19.97,949.52,1.1057113,7.3,-9.6,329,329,25.59,69.24,25.82,949.88
2024_3_27_11_53_3,4.94,4.85,78,-4.74,-1.03,-0.94,22.77,84.33,19.99,949.52,1.1050278,5.4,-10.0,330,330,25.59,69.23,25.82,949.77
2024_3_27_11_53_3,5.02,4.9,75,-4.74,-1.26,-1.08,22.61,85.08,19.97,949.54,1.1056731,6.0,-9.6,330,330,25.59,69.25,25.82,949.77
2024_3_27_11_53_3,5.28,5.14,74,-4.94,-1.42,-1.22,22.65,84.8,19.96,949.52,1.1055102,11.0,-4.4,332,332,25.59,69.26,25.82,949.88
2024_3_27_11_53_3,5.17,5.01,76,-4.87,-1.18,-1.26,22.6,85.12,19.97,949.52,1.1056854,-2.2,-11.3,333,333,25.59,69.24,25.82,949.66
2024_3_27_11_53_3,5.22,5.06,75,-4.9,-1.27,-1.28,22.53,85.53,19.98,949.51,1.1059321,1.9,-10.7,331,331,25.59,69.23,25.82,949.77
2024_3_27_11_53_3,5.29,5.2,74,-5.01,-1.4,-0.95,22.7,84.55,19.96,949.55,1.1053405,-7.7,-4.9,338,338,25.59,69.22,25.82,949.77
2024_3_27_11_53_3,5.23,5.14,73,-4.9,-1.55,-0.95,22.66,84.67,19.95,949.49,1.1054302,0.6,-6.8,334,334,25.59,69.21,25.82,949.77
2024_3_27_11_53_3,5.1,4.98,73,-4.77,-1.44,-1.1,22.74,84.34,19.96,949.54,1.105203,5.5,-7.1,332,332,25.59,69.2,25.82,949.77
2024_3_27_11_53_4,5.16,5.06,73,-4.84,-1.49,-1.03,22.53,85.38,19.96,949.51,1.1059272,13.4,-8.2,328,328,25.59,69.19,25.82,949.77
2024_3_27_11_53_4,5.37,5.28,74,-5.08,-1.44,-0.97,22.77,84.18,19.96,949.53,1.1050608,1.7,-8.7,332,332,25.59,69.16,25.82,949.77
2024_3_27_11_53_4,5.25,5.12,77,-4.99,-1.12,-1.19,22.74,84.16,19.93,949.56,1.105215,-3.1,-9.2,334,334,25.59,69.15,25.82,949.88
2024_3_27_11_53_4,5.02,4.88,76,-4.73,-1.18,-1.19,22.76,84.23,19.95,949.55,1.1051351,-8.4,-10.0,334,334,25.59,69.15,25.82,949.77
2024_3_27_11_53_4,5.11,5.01,74,-4.81,-1.38,-1.03,22.76,84.13,19.94,949.51,1.1051071,0.8,-9.3,332,332,25.59,69.12,25.82,949.88
2024_3_27_11_53_4,5.17,5.05,73,-4.84,-1.45,-1.12,22.64,84.84,19.96,949.51,1.1055142,5.3,-2.2,336,336,25.59,69.12,25.82,949.77
2024_3_27_11_53_4,4.78,4.63,77,-4.51,-1.07,-1.19,22.81,83.98,19.96,949.56,1.1049523,-3.5,-10.9,333,333,25.59,69.08,25.82,949.66
2024_3_27_11_53_4,4.96,4.82,77,-4.7,-1.07,-1.17,22.61,85.15,19.98,949.52,1.1056499,0.6,-9.6,333,333,25.58,69.06,25.82,949.77
2024_3_27_11_53_4,5.09,5.02,73,-4.79,-1.5,-0.84,22.57,85.16,19.95,949.56,1.1058611,1.9,-2.3,337,337,25.59,69.06,25.82,949.77
2024_3_27_11_53_4,5.17,5.08,75,-4.91,-1.3,-0.98,22.68,84.62,19.95,949.53,1.1054158,5.6,-9.6,331,331,25.59,69.03,25.82,949.77
2024_3_27_11_53_5,5.04,4.9,75,-4.74,-1.26,-1.16,22.58,85.17,19.96,949.56,1.1058204,6.1,-9.1,331,331,25.59,69.01,25.82,949.77
2024_3_27_11_53_5,5.0,4.88,74,-4.69,-1.37,-1.07,22.66,84.82,19.97,949.54,1.1054826,10.7,-6.6,330,330,25.59,69.0,25.82,949.88
2024_3_27_11_53_5,5.2,5.11,73,-4.88,-1.5,-0.96,22.62,84.84,19.94,949.56,1.1056775,6.5,-9.4,330,330,25.58,68.99,25.82,949.77
2024_3_27_11_53_5,4.85,4.73,74,-4.56,-1.26,-1.07,22.75,84.25,19.95,949.57,1.1051861,0.5,-10.3,333,333,25.58,68.96,25.82,949.77
2024_3_27_11_53_5,4.99,4.9,74,-4.71,-1.35,-0.94,22.72,84.5,19.97,949.45,1.1051308,8.5,-5.9,331,331,25.59,68.96,25.82,949.77
2024_3_27_11_53_5,5.05,4.94,77,-4.81,-1.13,-1.04,22.73,84.36,19.96,949.54,1.1052126,0.4,-9.6,332,332,25.58,68.96,25.82,949.88
2024_3_27_11_53_5,4.99,4.89,74,-4.71,-1.32,-1.0,22.64,84.71,19.93,949.57,1.1056126,4.9,-7.1,332,332,25.58,68.95,25.82,949.77
2024_3_27_11_53_5,5.05,4.92,77,-4.8,-1.11,-1.11,22.73,84.47,19.97,949.57,1.1052647,-1.5,-7.3,334,334,25.58,68.94,25.82,949.77
2024_3_27_11_53_5,4.8,4.69,74,-4.51,-1.29,-0.99,22.67,84.67,19.95,949.54,1.1054724,-0.7,-10.5,332,332,25.58,68.92,25.82,949.77
2024_3_27_11_53_5,4.92,4.85,75,-4.67,-1.29,-0.86,22.75,84.13,19.93,949.54,1.1051646,5.9,-4.7,334,334,25.58,68.93,25.82,949.66
2024_3_27_11_53_6,4.96,4.87,74,-4.68,-1.35,-0.96,22.8,84.11,19.98,949.53,1.1049329,1.6,-4.7,335,335,25.58,68.92,25.82,949.66
2024_3_27_11_53_6,5.09,5.01,74,-4.82,-1.36,-0.92,22.62,84.87,19.95,949.54,1.1056319,-2.9,-10.8,333,333,25.58,68.91,25.82,949.77
2024_3_27_11_53_6,5.07,4.99,76,-4.85,-1.2,-0.9,22.76,84.25,19.96,949.57,1.1051414,3.0,-8.1,332,332,25.58,68.89,25.82,949.77
2024_3_27_11_53_6,4.74,4.58,77,-4.46,-1.05,-1.23,22.6,85.0,19.95,949.5,1.105667,4.9,-7.4,333,333,25.58,68.89,25.82,949.77
2024_3_27_11_53_6,4.81,4.72,77,-4.59,-1.07,-0.93,22.76,84.14,19.94,949.52,1.1050879,8.6,-9.1,329,329,25.58,68.88,25.82,949.77
2024_3_27_11_53_6,2.82,2.76,52,-2.17,-1.71,0.59,24.38,76.16,19.91,949.53,1.0991008,-4.5,-9.8,333,333,25.58,68.88,25.82,949.77
2024_3_27_11_53_6,4.52,4.39,74,-4.21,-1.24,-1.1,22.71,84.38,19.94,949.53,1.1052899,-0.7,-7.5,335,335,25.58,68.88,25.82,949.77
2024_3_27_11_53_6,4.98,4.83,74,-4.65,-1.32,-1.21,22.61,84.92,19.94,949.55,1.1056995,-3.3,-5.2,337,337,25.58,68.88,25.82,949.77
2024_3_27_11_53_6,5.11,5.02,72,-4.77,-1.57,-0.94,22.64,84.73,19.94,949.53,1.1055698,-1.2,-9.2,333,333,25.58,68.88,25.82,949.77
2024_3_27_11_53_6,4.91,4.76,76,-4.61,-1.19,-1.19,22.67,84.72,19.96,949.55,1.1054657,8.4,-5.2,332,332,25.58,68.85,25.82,949.77
2024_3_27_11_53_7,4.98,4.91,70,-4.6,-1.7,-0.84,22.77,84.13,19.95,949.59,1.1051399,1.0,-8.1,333,333,25.58,68.84,25.82,949.77
2024_3_27_11_53_7,4.8,4.63,73,-4.44,-1.32,-1.24,22.54,85.3,19.95,949.51,1.1059039,6.9,-8.4,331,331,25.57,68.84,25.82,949.77
2024_3_27_11_53_7,5.16,5.08,71,-4.81,-1.62,-0.95,22.71,84.34,19.93,949.5,1.1052613,16.3,-10.7,324,324,25.58,68.82,25.83,949.92
2024_3_27_11_53_7,4.86,4.74,72,-4.5,-1.47,-1.09,22.69,84.43,19.93,949.52,1.1053566,-6.2,-8.1,336,336,25.58,68.79,25.83,949.92
2024_3_27_11_53_7,4.75,4.67,72,-4.43,-1.47,-0.89,22.72,84.43,19.96,949.52,1.105224,1.2,-5.0,335,335,25.57,68.78,25.83,949.81
2024_3_27_11_53_7,5.03,4.94,69,-4.62,-1.74,-0.92,22.66,84.81,19.97,949.57,1.1055121,3.6,-9.5,331,331,25.58,68.76,25.82,949.66
2024_3_27_11_53_7,4.99,4.85,70,-4.56,-1.66,-1.19,22.69,84.56,19.95,949.52,1.1053702,-5.4,-6.6,336,336,25.58,68.76,25.83,949.7
2024_3_27_11_53_7,4.99,4.91,71,-4.64,-1.6,-0.93,22.65,84.71,19.94,949.53,1.1055347,9.5,-4.8,332,332,25.58,68.75,25.83,949.92
2024_3_27_11_53_7,5.14,5.01,70,-4.71,-1.72,-1.12,22.53,85.37,19.95,949.54,1.1059848,4.0,-8.5,332,332,25.58,68.75,25.83,949.81
2024_3_27_11_53_7,4.87,4.77,73,-4.56,-1.4,-0.99,22.76,84.3,19.97,949.5,1.1050764,-0.3,-11.3,332,332,25.58,68.76,25.83,949.81
2024_3_27_11_53_8,5.22,5.15,69,-4.81,-1.84,-0.88,22.59,85.08,19.95,949.51,1.1057193,-0.5,-8.0,334,334,25.58,68.76,25.83,949.81
2024_3_27_11_53_8,5.0,4.86,71,-4.61,-1.56,-1.15,22.57,85.25,19.96,949.59,1.105899,1.4,-9.2,332,332,25.58,68.77,25.83,949.81
2024_3_27_11_53_8,5.02,4.93,74,-4.73,-1.38,-0.99,22.6,85.01,19.95,949.52,1.1056658,5.4,-10.8,330,330,25.58,68.76,25.83,949.81
2024_3_27_11_53_8,5.23,5.12,71,-4.84,-1.66,-1.07,22.57,84.96,19.91,949.49,1.1057931,10.8,-4.2,332,332,25.58,68.76,25.83,949.7
2024_3_27_11_53_8,5.02,4.91,70,-4.63,-1.65,-1.04,22.63,84.72,19.92,949.56,1.105651,5.6,-8.4,332,332,25.58,68.77,25.83,949.7
2024_3_27_11_53_8,5.01,4.88,70,-4.59,-1.65,-1.14,22.51,85.27,19.91,949.51,1.1060327,8.2,-7.2,331,331,25.58,68.79,25.83,949.7
2024_3_27_11_53_8,4.99,4.86,73,-4.65,-1.39,-1.15,22.59,85.07,19.95,949.57,1.1057972,3.3,-6.1,334,334,25.58,68.79,25.83,949.81
2024_3_27_11_53_8,4.95,4.88,69,-4.55,-1.78,-0.82,22.71,84.25,19.91,949.52,1.105306,-7.3,-5.1,338,338,25.58,68.81,25.85,949.74
2024_3_27_11_53_8,4.84,4.73,70,-4.45,-1.61,-1.02,22.56,85.14,19.93,949.52,1.1058635,-5.7,-13.7,332,332,25.58,68.83,25.85,949.85
2024_3_27_11_53_8,4.75,4.64,71,-4.39,-1.52,-1.0,22.62,84.71,19.92,949.53,1.1056318,5.9,-6.1,333,333,25.58,68.84,25.85,949.85
2024_3_27_11_53_9,5.03,4.93,73,-4.71,-1.47,-0.99,22.6,84.88,19.93,949.56,1.1057355,2.9,-9.3,332,332,25.58,68.85,25.83,949.7
