Time Stamp,Wind Speed (m/s),2D Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Dew Point (TSM) (C),Absolute Pressure (TSM) (hPa),Air Density (TSM) (kg/m^3),Pitch Angle (Degrees),Roll Angle (Degrees),Magnetic Heading (Degrees),True Heading (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2024_3_27_11_34_21,2.29,2.27,208,1.07,2.01,-0.29,25.05,100.0,28.96,1015.34,1.1659815,8.8,-3.0,334,334,34.67,65.23,34.66,1015.12
2024_3_27_11_34_21,2.07,2.07,195,0.53,2.0,-0.06,25.02,100.0,28.95,1015.36,1.1661319,8.8,-3.4,333,333,34.67,65.22,34.66,1015.12
2024_3_27_11_34_21,2.27,2.27,182,0.08,2.27,-0.11,25.07,100.0,28.95,1015.36,1.1659685,8.8,-3.0,335,335,34.67,65.24,34.66,1015.12
2024_3_27_11_34_21,2.1,2.09,197,0.62,2.0,-0.18,25.0,100.0,28.96,1015.34,1.1662046,8.6,-3.2,334,334,34.68,65.24,34.66,1015.23
2024_3_27_11_34_21,1.41,1.41,190,0.25,1.39,0.09,25.44,100.0,28.96,1015.27,1.1643797,8.9,-3.1,334,334,34.68,65.25,34.64,1015.08
2024_3_27_11_34_21,1.57,1.56,203,0.61,1.43,-0.19,25.37,100.0,28.93,1015.35,1.1647698,8.5,-3.0,334,334,34.68,65.26,34.66,1015.0
2024_3_27_11_34_21,1.14,1.13,180,0.0,1.13,-0.12,25.33,100.0,28.93,1015.33,1.1649017,8.7,-3.1,334,334,34.68,65.27,34.64,1015.08
2024_3_27_11_34_22,1.54,1.53,160,-0.53,1.44,-0.17,25.04,100.0,28.95,1015.37,1.1660798,8.6,-3.0,333,333,34.68,65.3,34.66,1015.23
2024_3_27_11_34_22,0.93,0.89,170,-0.15,0.88,-0.27,25.41,100.0,28.96,1015.36,1.1645871,8.9,-3.2,334,334,34.68,65.3,34.64,1015.08
2024_3_27_11_34_22,2.9,2.5,184,0.18,2.49,-1.47,26.86,100.0,28.97,1015.36,1.1589677,8.4,-3.0,335,335,34.68,65.3,34.64,1015.08
2024_3_27_11_34_22,0.8,0.62,217,0.37,0.5,-0.51,25.45,100.0,28.94,1015.38,1.1645228,8.7,-3.2,334,334,34.69,65.3,34.64,1015.08
2024_3_27_11_34_22,0.39,0.36,213,0.2,0.3,-0.16,25.99,100.0,28.94,1015.37,1.1623967,8.7,-3.1,333,333,34.68,65.3,34.66,1015.12
2024_3_27_11_34_22,1.81,1.71,246,1.57,0.69,0.59,26.2,100.0,28.94,1015.37,1.1615653,8.9,-3.1,334,334,34.69,65.31,34.64,1015.19
2024_3_27_11_34_22,0.84,0.62,218,0.38,0.49,-0.57,25.67,100.0,28.96,1015.34,1.1635779,8.7,-3.1,335,335,34.69,65.31,34.64,1015.19
2024_3_27_11_34_22,0.33,0.3,199,0.1,0.29,-0.13,25.78,100.0,28.94,1015.39,1.1632142,8.7,-3.0,334,334,34.69,65.31,34.64,1015.19
2024_3_27_11_34_22,0.27,0.25,196,0.07,0.24,-0.08,26.35,100.0,28.96,1015.37,1.1609821,8.5,-3.1,334,334,34.69,65.32,34.64,1015.19
2024_3_27_11_34_22,4.56,2.22,183,0.13,2.22,-3.98,28.03,100.0,28.93,1015.41,1.1545533,8.6,-3.3,333,333,34.69,65.33,34.64,1015.19
2024_3_27_11_34_23,0.18,0.18,166,-0.04,0.17,0.0,26.39,100.0,28.95,1015.4,1.1608624,8.2,-3.3,334,334,34.69,65.32,34.64,1015.19
2024_3_27_11_34_23,0.36,0.36,137,-0.24,0.26,-0.02,26.34,100.0,28.97,1015.37,1.1609886,8.8,-3.4,332,332,34.69,65.33,34.64,1015.19
2024_3_27_11_34_23,0.27,0.26,90,-0.26,0.0,0.05,26.9,100.0,28.94,1015.36,1.1588653,8.8,-3.5,335,335,34.69,65.33,34.64,1015.19
2024_3_27_11_34_23,0.33,0.32,104,-0.31,0.08,-0.05,26.4,100.0,28.95,1015.41,1.1608506,8.6,-3.4,334,334,34.69,65.33,34.62,1015.26
2024_3_27_11_34_23,0.4,0.35,106,-0.34,0.09,-0.18,26.14,100.0,28.96,1015.42,1.1618485,8.6,-3.6,334,334,34.7,65.33,34.64,1015.19
2024_3_27_11_34_23,0.36,0.36,97,-0.36,0.05,-0.03,26.52,100.0,28.95,1015.41,1.1603599,8.2,-3.6,334,334,34.69,65.35,34.62,1015.15
2024_3_27_11_34_23,0.18,0.18,174,-0.02,0.18,-0.01,26.67,100.0,28.94,1015.43,1.1598349,8.4,-3.8,334,334,34.69,65.33,34.62,1015.26
2024_3_27_11_34_23,0.13,0.05,245,0.05,0.02,-0.12,27.36,100.0,28.94,1015.46,1.1571811,8.6,-3.9,334,334,34.69,65.33,34.64,1015.19
2024_3_27_11_34_23,0.14,0.14,295,0.12,-0.06,-0.02,27.18,100.0,28.97,1015.41,1.1577959,8.8,-4.0,333,333,34.69,65.32,34.62,1015.15
2024_3_27_11_34_23,3.42,3.42,270,3.42,-0.01,0.01,29.53,96.83,28.97,1015.42,1.1488068,8.7,-4.1,333,333,34.69,65.32,34.62,1015.26
2024_3_27_11_34_24,0.27,0.27,268,0.27,0.01,-0.01,26.91,100.0,28.94,1015.41,1.158886,8.6,-4.0,333,333,34.69,65.32,34.62,1015.26
2024_3_27_11_34_24,1.43,1.18,355,0.11,-1.18,-0.81,27.58,100.0,28.94,1015.41,1.1562638,8.6,-4.3,333,333,34.69,65.31,34.62,1015.26
2024_3_27_11_34_24,0.1,0.08,343,0.02,-0.07,-0.06,26.77,100.0,28.99,1015.42,1.1593789,8.4,-4.2,333,333,34.69,65.29,34.62,1015.26
2024_3_27_11_34_24,1.06,1.05,143,-0.63,0.83,-0.17,25.84,100.0,28.96,1015.43,1.1630051,8.6,-4.5,333,333,34.69,65.29,34.62,1015.26
2024_3_27_11_34_24,1.35,1.35,134,-0.97,0.94,-0.1,25.8,100.0,28.96,1015.49,1.1632353,8.8,-4.6,332,332,34.68,65.29,34.62,1015.15
2024_3_27_11_34_24,1.95,1.94,121,-1.66,1.01,-0.2,25.84,100.0,28.95,1015.46,1.1630456,8.7,-4.5,334,334,34.69,65.28,34.64,1015.3
2024_3_27_11_34_24,2.25,2.22,123,-1.86,1.2,-0.36,26.37,100.0,28.98,1015.45,1.160954,8.5,-4.7,334,334,34.69,65.27,34.62,1015.15
2024_3_27_11_34_24,1.81,1.7,107,-1.62,0.51,-0.61,27.2,100.0,28.98,1015.41,1.1577028,8.6,-4.6,333,333,34.69,65.27,34.64,1015.08
2024_3_27_11_34_24,1.66,1.66,120,-1.43,0.83,0.13,27.04,100.0,28.97,1015.43,1.1583754,8.5,-4.9,333,333,34.69,65.26,34.64,1015.19
2024_3_27_11_34_24,1.83,1.79,135,-1.28,1.26,-0.38,27.1,100.0,28.99,1015.47,1.1581547,8.6,-4.7,334,334,34.69,65.25,34.66,1015.23
2024_3_27_11_34_25,1.09,1.09,103,-1.07,0.25,-0.01,26.98,100.0,29.01,1015.45,1.1585741,8.6,-5.1,333,333,34.69,65.23,34.66,1015.34
2024_3_27_11_34_25,0.81,0.8,99,-0.79,0.13,0.05,27.31,100.0,28.99,1015.44,1.1573045,8.6,-4.8,332,332,34.69,65.24,34.66,1015.12
2024_3_27_11_34_25,0.67,0.67,122,-0.57,0.35,0.02,27.49,100.0,28.97,1015.45,1.1566349,8.5,-5.2,332,332,34.69,65.21,34.66,1015.23
2024_3_27_11_34_25,1.11,1.11,141,-0.7,0.86,-0.04,26.78,100.0,28.99,1015.46,1.159369,8.7,-5.0,333,333,34.7,65.2,34.67,1015.27
2024_3_27_11_34_25,1.77,1.71,140,-1.11,1.31,-0.45,25.96,100.0,28.97,1015.46,1.1625795,8.8,-5.3,333,333,34.7,65.2,34.67,1015.27
2024_3_27_11_34_25,1.98,1.93,145,-1.1,1.59,-0.4,26.05,100.0,29.01,1015.49,1.1622266,8.7,-5.2,333,333,34.7,65.18,34.67,1015.27
2024_3_27_11_34_25,1.98,1.97,144,-1.17,1.59,-0.17,25.72,100.0,28.97,1015.44,1.1634831,8.8,-5.2,332,332,34.7,65.18,34.67,1015.27
2024_3_27_11_34_25,1.69,1.68,143,-1.01,1.34,-0.24,25.84,100.0,28.97,1015.42,1.1630107,8.5,-5.5,332,332,34.7,65.16,34.67,1015.27
2024_3_27_11_34_25,1.72,1.59,145,-0.9,1.31,-0.66,26.15,100.0,28.99,1015.47,1.1618372,8.6,-5.2,332,332,34.7,65.16,34.67,1015.16
2024_3_27_11_34_25,1.82,1.75,131,-1.32,1.14,-0.51,26.73,100.0,28.97,1015.43,1.1595472,8.6,-5.5,333,333,34.7,65.16,34.67,1015.27
2024_3_27_11_34_26,1.78,1.77,140,-1.14,1.35,-0.16,26.21,100.0,28.98,1015.4,1.1615101,8.6,-5.5,333,333,34.7,65.14,34.67,1015.27
2024_3_27_11_34_26,2.14,2.12,143,-1.27,1.7,-0.31,26.26,100.0,28.97,1015.39,1.1613305,9.0,-5.5,333,333,34.7,65.13,34.67,1015.16
2024_3_27_11_34_26,5.51,4.86,163,-1.43,4.65,-2.6,28.6,100.0,29.0,1015.42,1.1523263,8.7,-5.5,333,333,34.7,65.11,34.67,1015.16
2024_3_27_11_34_26,1.75,1.75,120,-1.51,0.88,-0.11,25.68,100.0,29.01,1015.42,1.1636,8.7,-5.5,332,332,34.7,65.1,34.69,1015.31
2024_3_27_11_34_26,1.06,0.93,123,-0.78,0.51,-0.5,25.22,100.0,29.02,1015.44,1.165397,8.7,-5.5,332,332,34.7,65.09,34.67,1015.16
2024_3_27_11_34_26,1.31,1.24,129,-0.97,0.78,-0.42,24.96,100.0,28.97,1015.43,1.1664506,8.7,-5.4,333,333,34.7,65.08,34.69,1015.2
2024_3_27_11_34_26,1.26,1.17,121,-1.0,0.6,-0.49,25.23,100.0,28.98,1015.42,1.1653478,8.9,-5.5,332,332,34.7,65.07,34.69,1015.2
2024_3_27_11_34_26,1.28,1.21,121,-1.03,0.63,-0.43,25.36,100.0,29.0,1015.36,1.1647549,8.6,-5.4,332,332,34.7,65.07,34.69,1015.2
2024_3_27_11_34_26,0.68,0.68,73,-0.65,-0.2,0.03,25.44,100.0,28.97,1015.38,1.1645266,8.9,-5.4,332,332,34.71,65.07,34.69,1015.09
2024_3_27_11_34_26,1.11,1.06,37,-0.64,-0.85,-0.31,25.31,100.0,28.99,1015.39,1.1650168,8.7,-5.5,333,333,34.71,65.07,34.71,1015.24
2024_3_27_11_34_27,0.79,0.71,42,-0.48,-0.53,-0.34,25.77,100.0,28.99,1015.41,1.1632477,8.9,-5.3,333,333,34.71,65.07,34.71,1015.13
2024_3_27_11_34_27,0.49,0.48,72,-0.45,-0.15,-0.14,25.55,100.0,28.98,1015.4,1.1640756,8.9,-5.4,332,332,34.72,65.07,34.71,1015.13
2024_3_27_11_34_27,1.07,0.72,69,-0.67,-0.25,-0.8,25.2,100.0,28.99,1015.41,1.1654631,8.8,-5.2,332,332,34.72,65.05,34.71,1015.13
2024_3_27_11_34_27,0.72,0.61,114,-0.56,0.25,-0.38,25.45,100.0,28.99,1015.38,1.1644269,9.2,-5.3,332,332,34.73,65.04,34.72,1015.17
2024_3_27_11_34_27,0.95,0.74,133,-0.54,0.51,-0.59,25.47,100.0,28.98,1015.36,1.1643604,8.9,-5.0,333,333,34.73,65.05,34.72,1015.17
2024_3_27_11_34_27,1.4,1.31,118,-1.15,0.62,-0.51,25.02,100.0,28.97,1015.4,1.1661749,9.1,-5.1,332,332,34.73,65.05,34.72,1015.17
2024_3_27_11_34_27,0.78,0.51,127,-0.41,0.31,-0.58,25.55,100.0,28.95,1015.32,1.1640304,8.7,-5.0,332,332,34.74,65.05,34.72,1015.06
2024_3_27_11_34_27,0.47,0.37,122,-0.32,0.2,-0.29,25.75,100.0,28.99,1015.37,1.1632925,9.1,-4.9,332,332,34.74,65.04,34.72,1015.17
2024_3_27_11_34_27,0.83,0.58,119,-0.5,0.29,-0.59,25.44,100.0,28.97,1015.33,1.1644651,8.7,-5.0,333,333,34.75,65.05,34.72,1015.06
2024_3_27_11_34_27,1.19,1.18,37,-0.71,-0.95,-0.12,25.23,100.0,28.98,1015.39,1.165316,9.2,-4.7,332,332,34.75,65.04,34.72,1015.06
2024_3_27_11_34_28,2.96,2.65,15,-0.68,-2.57,-1.31,26.58,100.0,28.98,1015.3,1.1599811,8.8,-4.8,333,333,34.75,65.03,34.74,1015.1
2024_3_27_11_34_28,0.26,0.26,331,0.13,-0.23,-0.01,25.71,100.0,28.98,1015.32,1.1633921,9.2,-4.7,332,332,34.76,65.02,34.72,1015.06
2024_3_27_11_34_28,0.77,0.77,353,0.1,-0.76,-0.03,25.51,100.0,28.99,1015.3,1.1641172,8.8,-4.7,333,333,34.76,65.04,34.74,1014.99
2024_3_27_11_34_28,0.8,0.8,62,-0.71,-0.37,-0.01,24.72,100.0,29.0,1015.36,1.1672593,9.0,-4.6,333,333,34.77,65.02,34.72,1014.95
2024_3_27_11_34_28,0.67,0.67,87,-0.67,-0.03,0.0,24.75,100.0,28.99,1015.31,1.167102,8.9,-4.7,333,333,34.77,65.03,34.74,1014.99
2024_3_27_11_34_28,0.6,0.6,72,-0.57,-0.18,0.1,25.28,100.0,28.97,1015.32,1.1650629,9.1,-4.4,333,333,34.77,65.04,34.74,1014.99
2024_3_27_11_34_28,3.0,2.55,6,-0.26,-2.54,-1.58,28.05,100.0,28.99,1015.37,1.1544045,8.9,-4.5,333,333,34.78,65.03,34.74,1015.1
2024_3_27_11_34_28,0.95,0.78,130,-0.59,0.5,-0.55,25.21,100.0,28.97,1015.3,1.1653225,8.9,-4.3,333,333,34.78,65.03,34.72,1014.95
2024_3_27_11_34_28,1.02,0.87,154,-0.37,0.78,-0.54,25.33,100.0,29.0,1015.34,1.1648705,9.0,-4.4,333,333,34.79,65.02,34.74,1015.1
2024_3_27_11_34_28,0.52,0.52,145,-0.3,0.43,-0.01,25.56,100.0,28.98,1015.28,1.1638967,9.2,-4.2,333,333,34.79,65.03,34.72,1015.06
2024_3_27_11_34_29,0.74,0.74,277,0.73,-0.08,-0.04,25.7,100.0,28.95,1015.33,1.1634341,9.0,-4.2,333,333,34.8,65.01,34.71,1014.91
2024_3_27_11_34_29,1.59,1.59,265,1.58,0.15,0.0,26.65,100.0,28.98,1015.27,1.1596608,8.9,-4.1,333,333,34.79,65.02,34.71,1015.02
2024_3_27_11_34_29,1.1,1.1,263,1.09,0.14,-0.04,26.0,100.0,28.95,1015.29,1.1622553,8.9,-4.0,333,333,34.79,65.01,34.71,1015.02
2024_3_27_11_34_29,1.29,1.28,264,1.28,0.12,-0.16,25.53,100.0,29.0,1015.3,1.1640407,9.1,-4.0,333,333,34.8,64.99,34.69,1014.98
2024_3_27_11_34_29,1.33,1.21,245,1.09,0.52,-0.57,25.72,100.0,28.98,1015.28,1.1632893,9.1,-3.8,333,333,34.79,64.98,34.69,1014.98
2024_3_27_11_34_29,1.94,1.85,214,1.04,1.53,-0.61,25.19,100.0,28.99,1015.3,1.1653625,9.0,-3.9,334,334,34.79,64.98,34.67,1015.05
2024_3_27_11_34_29,1.08,1.03,154,-0.44,0.93,-0.33,25.67,100.0,28.99,1015.32,1.1635231,9.2,-3.8,333,333,34.79,64.98,34.66,1015.0
2024_3_27_11_34_29,1.31,1.24,165,-0.32,1.2,-0.42,25.66,100.0,28.98,1015.27,1.1635042,9.0,-3.8,333,333,34.79,64.98,34.66,1015.0
2024_3_27_11_34_29,1.58,1.53,154,-0.68,1.37,-0.39,25.69,100.0,29.01,1015.31,1.1634027,9.2,-3.7,334,334,34.79,64.97,34.66,1015.0
2024_3_27_11_34_29,1.94,1.93,184,0.14,1.93,-0.13,25.36,100.0,28.95,1015.29,1.1647307,8.8,-3.8,333,333,34.78,64.97,34.64,1014.96
2024_3_27_11_34_30,1.91,1.91,168,-0.41,1.87,-0.06,25.02,100.0,28.98,1015.26,1.1659982,8.9,-3.7,333,333,34.78,64.94,34.64,1014.96
2024_3_27_11_34_30,1.73,1.72,184,0.11,1.72,-0.16,25.05,100.0,28.99,1015.31,1.1659276,8.8,-3.6,333,333,34.78,64.94,34.64,1014.96
2024_3_27_11_34_30,1.61,1.59,162,-0.5,1.51,-0.21,25.04,100.0,28.99,1015.29,1.1659553,9.2,-3.7,333,333,34.78,64.94,34.66,1015.0
2024_3_27_11_34_30,1.3,1.29,167,-0.28,1.25,-0.15,25.14,100.0,28.96,1015.29,1.1655804,8.5,-3.5,334,334,34.78,64.94,34.64,1014.96
2024_3_27_11_34_30,0.98,0.93,183,0.05,0.93,-0.29,25.63,100.0,28.98,1015.33,1.1636868,9.2,-3.6,333,333,34.78,64.95,34.64,1014.96
2024_3_27_11_34_30,0.75,0.61,162,-0.19,0.58,-0.43,25.93,100.0,28.99,1015.28,1.1624467,8.9,-3.3,334,334,34.78,64.94,34.64,1015.08
2024_3_27_11_34_30,0.31,0.28,132,-0.2,0.19,-0.14,25.82,100.0,28.98,1015.27,1.162895,9.0,-3.6,334,334,34.78,64.96,34.64,1014.96
2024_3_27_11_34_30,1.6,1.6,264,1.59,0.16,-0.04,27.04,100.0,28.99,1015.34,1.1582475,8.8,-3.3,333,333,34.77,64.95,34.64,1015.08
2024_3_27_11_34_30,0.91,0.9,188,0.13,0.9,-0.09,25.43,100.0,28.97,1015.31,1.1644421,8.9,-3.4,334,334,34.77,64.94,34.64,1015.08
2024_3_27_11_34_30,1.14,1.14,177,-0.06,1.14,-0.06,25.53,100.0,29.0,1015.34,1.1640772,8.9,-3.4,333,333,34.77,64.96,34.64,1015.08
2024_3_27_11_34_31,0.85,0.85,178,-0.03,0.85,-0.07,25.78,100.0,28.99,1015.33,1.163098,8.9,-3.5,334,334,34.77,64.96,34.64,1014.96
2024_3_27_11_34_31,0.4,0.4,208,0.19,0.35,0.0,25.4,100.0,29.0,1015.32,1.1645522,8.8,-3.6,334,334,34.77,64.96,34.62,1015.03
2024_3_27_11_34_31,1.98,1.41,342,0.44,-1.34,-1.4,26.89,100.0,29.0,1015.3,1.1587553,9.0,-3.4,333,333,34.76,64.96,34.62,1015.03
2024_3_27_11_34_31,0.62,0.61,189,0.1,0.6,-0.09,25.74,100.0,28.98,1015.27,1.1632205,9.0,-3.7,333,333,34.76,64.97,34.62,1015.03
2024_3_27_11_34_31,0.83,0.83,196,0.22,0.8,-0.06,25.41,100.0,29.0,1015.4,1.1646141,8.9,-3.4,334,334,34.76,64.97,34.6,1015.1
2024_3_27_11_34_31,0.92,0.92,172,-0.14,0.91,-0.01,25.11,100.0,28.98,1015.37,1.1657653,8.8,-3.7,333,333,34.75,64.98,34.6,1014.99
2024_3_27_11_34_31,0.78,0.78,179,-0.01,0.78,-0.08,25.12,100.0,28.98,1015.33,1.1656958,8.7,-3.5,333,333,34.75,64.99,34.6,1014.99
2024_3_27_11_34_31,0.86,0.86,181,0.01,0.86,-0.02,25.06,100.0,28.99,1015.34,1.1659317,9.0,-3.8,333,333,34.75,64.99,34.59,1015.06
2024_3_27_11_34_31,0.87,0.86,178,-0.03,0.86,-0.14,25.24,100.0,28.96,1015.33,1.1652609,8.9,-3.7,334,334,34.75,65.01,34.59,1015.06
2024_3_27_11_34_31,0.87,0.87,170,-0.15,0.86,0.03,25.19,100.0,29.0,1015.34,1.1654161,8.9,-3.7,333,333,34.75,64.99,34.59,1015.06
2024_3_27_11_34_32,0.14,0.11,131,-0.08,0.07,-0.09,25.75,100.0,28.97,1015.36,1.1632516,8.5,-3.8,334,334,34.75,64.99,34.59,1015.06
2024_3_27_11_34_32,0.37,0.37,163,-0.11,0.35,-0.03,26.28,100.0,28.98,1015.34,1.1612041,8.6,-3.7,334,334,34.74,65.01,34.59,1015.06
2024_3_27_11_34_32,0.74,0.74,161,-0.23,0.7,-0.04,25.67,100.0,28.97,1015.32,1.1635315,8.7,-3.9,333,333,34.74,65.0,34.56,1015.0
2024_3_27_11_34_32,1.02,1.02,148,-0.53,0.87,-0.01,25.45,100.0,29.0,1015.35,1.1644082,9.0,-4.0,333,333,34.73,64.99,34.59,1015.06
2024_3_27_11_34_32,1.31,1.31,147,-0.72,1.09,0.08,25.24,100.0,28.97,1015.37,1.1652712,9.0,-4.1,333,333,34.73,64.99,34.56,1015.11
2024_3_27_11_34_32,0.33,0.32,108,-0.31,0.1,0.04,25.52,100.0,28.96,1015.4,1.1642159,8.6,-4.0,333,333,34.73,65.01,34.56,1015.0
2024_3_27_11_34_32,0.66,0.66,171,-0.11,0.65,0.0,25.61,100.0,28.98,1015.37,1.1638174,8.9,-4.1,333,333,34.72,65.01,34.59,1015.17
2024_3_27_11_34_32,1.06,1.06,165,-0.27,1.02,-0.05,25.27,100.0,29.0,1015.37,1.1651468,8.9,-4.1,333,333,34.72,65.01,34.59,1015.17
2024_3_27_11_34_32,0.65,0.64,102,-0.63,0.13,0.13,25.75,100.0,28.98,1015.4,1.1633016,9.0,-4.1,334,334,34.72,65.02,34.56,1015.11
2024_3_27_11_34_32,1.4,1.33,48,-0.98,-0.9,-0.46,26.47,100.0,28.97,1015.34,1.1604475,8.8,-4.3,333,333,34.72,65.04,34.59,1014.95
2024_3_27_11_34_33,1.13,1.13,144,-0.66,0.91,-0.1,25.18,100.0,29.0,1015.38,1.1655071,8.9,-4.1,333,333,34.71,65.04,34.59,1015.06
2024_3_27_11_34_33,1.16,1.15,98,-1.14,0.16,-0.12,25.25,100.0,28.96,1015.36,1.1652583,8.9,-4.3,332,332,34.71,65.05,34.6,1015.1
2024_3_27_11_34_33,1.36,1.36,87,-1.36,-0.06,-0.02,25.18,100.0,28.98,1015.37,1.1655171,8.4,-4.2,334,334,34.71,65.06,34.6,1015.1
2024_3_27_11_34_33,2.23,2.22,86,-2.22,-0.14,-0.2,26.22,100.0,28.99,1015.31,1.1613646,9.0,-4.3,333,333,34.71,65.06,34.6,1015.1
2024_3_27_11_34_33,0.7,0.69,48,-0.51,-0.46,-0.13,25.82,100.0,28.99,1015.44,1.1630774,8.8,-4.5,333,333,34.71,65.06,34.6,1015.22
2024_3_27_11_34_33,1.28,1.27,66,-1.16,-0.51,0.14,26.05,100.0,28.96,1015.42,1.1621991,9.1,-4.4,333,333,34.7,65.07,34.6,1015.1
2024_3_27_11_34_33,1.33,1.31,128,-1.04,0.8,0.17,26.18,100.0,28.99,1015.4,1.1616153,8.8,-4.7,333,333,34.7,65.08,34.6,1015.1
2024_3_27_11_34_33,1.72,1.72,132,-1.28,1.15,0.09,25.91,100.0,28.99,1015.41,1.1626896,9.0,-4.5,333,333,34.7,65.11,34.62,1015.26
2024_3_27_11_34_33,0.84,0.82,131,-0.62,0.53,0.2,25.88,100.0,28.96,1015.44,1.1628698,8.7,-4.8,332,332,34.7,65.1,34.6,1015.1
2024_3_27_11_34_33,0.85,0.85,103,-0.83,0.19,0.0,26.1,100.0,28.98,1015.38,1.1619387,8.9,-4.6,333,333,34.7,65.11,34.62,1015.15
2024_3_27_11_34_34,2.39,2.15,42,-1.44,-1.59,-1.04,27.29,100.0,28.97,1015.37,1.1573049,8.9,-4.7,333,333,34.69,65.11,34.62,1015.15
2024_3_27_11_34_34,1.74,1.74,142,-1.06,1.38,0.08,25.51,100.0,28.98,1015.42,1.1642921,8.7,-4.8,332,332,34.69,65.12,34.62,1015.15
2024_3_27_11_34_34,0.87,0.87,112,-0.81,0.33,0.03,26.0,100.0,28.99,1015.4,1.1623373,8.8,-4.8,333,333,34.69,65.14,34.62,1015.03
2024_3_27_11_34_34,1.08,1.06,59,-0.9,-0.55,-0.21,26.21,100.0,28.97,1015.41,1.1615542,8.8,-5.0,333,333,34.68,65.13,34.62,1015.15
2024_3_27_11_34_34,0.57,0.55,41,-0.36,-0.42,-0.12,26.14,100.0,28.96,1015.42,1.1618501,9.0,-5.1,333,333,34.68,65.14,34.62,1015.15
2024_3_27_11_34_34,0.84,0.82,59,-0.71,-0.42,0.17,26.11,100.0,28.99,1015.42,1.1619079,8.7,-5.1,333,333,34.68,65.14,34.64,1015.19
2024_3_27_11_34_34,0.64,0.56,72,-0.53,-0.18,0.3,26.12,100.0,28.96,1015.41,1.1619,8.8,-5.2,332,332,34.68,65.15,34.62,1015.15
2024_3_27_11_34_34,0.22,0.19,94,-0.19,0.01,0.11,25.93,100.0,28.96,1015.38,1.1626269,8.9,-5.2,333,333,34.68,65.16,34.62,1015.15
2024_3_27_11_34_34,0.43,0.43,135,-0.31,0.31,0.0,26.19,100.0,28.99,1015.37,1.1615798,8.5,-5.3,332,332,34.67,65.18,34.64,1015.19
2024_3_27_11_34_34,1.02,0.95,115,-0.86,0.4,0.39,26.1,100.0,28.97,1015.47,1.162048,9.1,-5.3,332,332,34.67,65.18,34.64,1015.08
2024_3_27_11_34_35,1.68,1.68,120,-1.45,0.84,0.16,25.8,100.0,29.0,1015.4,1.1630979,8.4,-5.4,332,332,34.66,65.18,34.62,1015.15
2024_3_27_11_34_35,1.67,1.66,131,-1.25,1.09,0.15,25.86,100.0,28.93,1015.42,1.1629686,9.2,-5.3,332,332,34.66,65.2,34.62,1015.15
2024_3_27_11_34_35,1.53,1.52,139,-1.0,1.15,-0.15,25.46,100.0,28.96,1015.39,1.164441,8.6,-5.3,332,332,34.65,65.21,34.6,1015.1
2024_3_27_11_34_35,3.32,2.67,239,2.28,1.38,1.98,27.89,100.0,28.98,1015.42,1.1550541,8.9,-5.3,332,332,34.64,65.21,34.6,1015.1
2024_3_27_11_34_35,1.87,1.83,137,-1.25,1.33,-0.38,25.55,100.0,28.93,1015.42,1.1641624,8.9,-5.4,332,332,34.63,65.2,34.6,1015.1
2024_3_27_11_34_35,1.82,1.74,146,-0.97,1.44,-0.56,25.59,100.0,28.97,1015.4,1.1639379,8.9,-5.3,333,333,34.63,65.21,34.59,1015.06
2024_3_27_11_34_35,2.94,2.94,155,-1.23,2.67,0.03,24.87,100.0,28.98,1015.39,1.1667382,9.1,-5.4,332,332,34.62,65.22,34.6,1014.99
2024_3_27_11_34_35,3.23,3.23,157,-1.25,2.98,0.11,24.83,100.0,28.97,1015.4,1.1668906,8.6,-5.4,333,333,34.61,65.23,34.6,1015.1
2024_3_27_11_34_35,2.84,2.84,150,-1.42,2.46,0.0,24.87,100.0,28.96,1015.44,1.166809,9.2,-5.2,332,332,34.61,65.23,34.59,1015.06
2024_3_27_11_34_35,2.99,2.99,149,-1.55,2.55,-0.05,24.85,100.0,28.98,1015.35,1.1667571,8.7,-5.0,332,332,34.6,65.24,34.59,1015.06
2024_3_27_11_34_36,2.83,2.83,147,-1.55,2.37,-0.02,24.74,100.0,28.96,1015.39,1.1672505,8.8,-5.0,332,332,34.6,65.25,34.59,1015.17
2024_3_27_11_34_36,1.51,1.47,140,-0.95,1.13,0.33,25.05,100.0,28.95,1015.36,1.1660093,8.9,-5.0,333,333,34.59,65.26,34.59,1015.06
2024_3_27_11_34_36,2.55,2.54,157,-1.01,2.34,0.12,24.74,100.0,28.96,1015.37,1.16725,9.0,-4.9,333,333,34.59,65.27,34.59,1015.06
2024_3_27_11_34_36,2.69,2.69,158,-1.01,2.49,0.11,24.84,100.0,28.96,1015.41,1.1669146,9.0,-4.9,333,333,34.58,65.29,34.59,1015.06
2024_3_27_11_34_36,3.59,3.58,144,-2.08,2.92,-0.31,25.02,100.0,28.97,1015.38,1.1661409,9.1,-4.9,332,332,34.57,65.3,34.6,1015.1
2024_3_27_11_34_36,3.4,3.39,141,-2.14,2.63,0.19,24.53,100.0,28.95,1015.33,1.1680319,8.9,-4.7,333,333,34.57,65.3,34.59,1015.06
