Time Stamp,Wind Speed (m/s),2D Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Dew Point (TSM) (C),Absolute Pressure (TSM) (hPa),Air Density (TSM) (kg/m^3),Pitch Angle (Degrees),Roll Angle (Degrees),Magnetic Heading (Degrees),True Heading (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2025_10_9_13_12_49,,01.24,D,101,U,-01.22,V,00.25,W,-00.09,T,29.29,H,42.99,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.45,48.16,42.74,998.57
2025_10_9_13_12_50,,01.23,D,105,U,-01.18,V,00.32,W,-00.07,T,29.30,H,42.94,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.47,48.17,42.75,998.73
2025_10_9_13_12_50,,01.17,D,109,U,-01.11,V,00.38,W,-00.02,T,29.34,H,42.91,P,1000.50,PI,-000.1,RO,-000.3,MD,008,38.47,48.18,42.75,998.61
2025_10_9_13_12_50,,01.19,D,114,U,-01.09,V,00.48,W,-00.06,T,29.36,H,42.96,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.46,48.19,42.75,998.61
2025_10_9_13_12_50,,01.19,D,112,U,-01.10,V,00.45,W,-00.06,T,29.32,H,42.98,P,1000.50,PI,-000.1,RO,-000.3,MD,008,38.48,48.17,42.77,998.77
2025_10_9_13_12_50,,01.13,D,113,U,-01.04,V,00.44,W,-00.06,T,29.35,H,42.96,P,1000.49,PI,-000.1,RO,-000.3,MD,009,38.48,48.13,42.77,998.65
2025_10_9_13_12_51,,01.06,D,111,U,-00.99,V,00.39,W,-00.04,T,29.40,H,42.94,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.49,48.13,42.77,998.65
2025_10_9_13_12_51,,01.04,D,109,U,-00.98,V,00.33,W,-00.04,T,29.43,H,42.94,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.50,48.14,42.79,998.69
2025_10_9_13_12_51,,01.01,D,111,U,-00.94,V,00.36,W,-00.06,T,29.39,H,42.88,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.49,48.14,42.79,998.57
2025_10_9_13_12_51,,01.07,D,116,U,-00.95,V,00.47,W,-00.11,T,29.33,H,42.93,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.49,48.16,42.79,998.69
2025_10_9_13_12_51,,01.06,D,115,U,-00.95,V,00.45,W,-00.12,T,29.41,H,42.93,P,1000.49,PI,-000.1,RO,-000.3,MD,009,38.50,48.12,42.79,998.46
2025_10_9_13_12_52,,00.98,D,108,U,-00.93,V,00.30,W,-00.08,T,29.35,H,42.91,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.52,48.15,42.80,998.73
2025_10_9_13_12_52,,01.01,D,105,U,-00.98,V,00.26,W,00.01,T,29.35,H,42.96,P,1000.49,PI,-000.1,RO,-000.3,MD,008,38.50,48.10,42.80,998.73
